bj_platform_ai_us_xmplatform,小美对话平台,bj_platform_ai_us,,
bj_platform_fe,平台前端,bj_platform,,
sh_ddzh_client,综合用户端,__root,,
sh_ddzh_client_platform,到店综合平台,sh_ddzh_client,,
sh_ddzh_client_general-market,到店综合用户营销,sh_ddzh_client,,
sh_ddzh_client_edu,到店综合教育,sh_ddzh_client,,
sh_ddzh_client_beauty,到店综合丽人,sh_ddzh_client,,
sh_ddzh_client_beauty_medical,医美及通用业务,sh_ddzh_client_beauty,,
sh_ddzh_client_enter,到店综合休娱,sh_ddzh_client,,
sh_ddzh_client_merry,到店综合大结婚,sh_ddzh_client,,
sh_ddzh_client_ktv,到店综合商品交易组,sh_ddzh_client,,
sh_ddzh_client_verticals,到店综合新垂直,sh_ddzh_client,,
sh_ddzh_client_shoppingCommunity,到店综合购物及社区,sh_ddzh_client,,
sh_ddzh_client_paycenter,到店综合优惠订单,sh_ddzh_client,,
sh_ddzh_client_home,到店综合家装,sh_ddzh_client,,
sh_ddzh_client_open,到店综合开放平台,sh_ddzh_client,,
sh_ddzh_client_quality-control-center,质量控制中心,sh_ddzh_client,,
sh_ddzh_client_baby,到店综合亲子,sh_ddzh_client,,
sh_ddzh_merchant,综合商户端,__root,,
sh_ddzh_merchant_supply,供应链技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_sales,销售运营技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_basesys,销售基础技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_clientTech,前端技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_marketTech,商户营销技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_settle,结算和券技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_dataapplication,数据应用组,sh_ddzh_merchant,,
sh_ddzh_merchant_operation,商户基础技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_wisdom_sales,智慧销售技术组,sh_ddzh_merchant,,
sh_ddzh_merchant_saas,深圳SAAS产品,sh_ddzh_merchant,,
sh_ddzh_merchant_presale,销售售前技术组,sh_ddzh_merchant,,
sh_advertise,广告平台,__root,,
sh_advertise_baymax,广告引擎技术组,sh_advertise,,
sh_advertise_baymax_androidsdk,AndroidSDK,sh_advertise_baymax,,
sh_advertise_baymax_displayeng,展示C端,sh_advertise_baymax,,
sh_advertise_adunion,推广联盟组,sh_advertise,,
sh_advertise_adunion_crm,品牌CRM,sh_advertise_adunion,,
sh_advertise_ranker,算法策略技术组,sh_advertise,,
sh_advertise_ranker_unionalgo,联盟算法,sh_advertise_ranker,,
sh_advertise_shop,商家技术组,sh_advertise,,
sh_advertise_shop_displayshop,展示B端,sh_advertise_shop,,
sh_advertise_yunying,业务运营技术组,sh_advertise,,
sh_advertise_sale,销售技术组,sh_advertise,,
sh_advertise_yingxiao,互动营销技术组,sh_advertise,,
sh_advertise_yingxiao_sales,销售系统前端,sh_advertise_yingxiao,,
sh_advertise_yingxiao_shopdiy,商家系统前端,sh_advertise_yingxiao,,
sh_advertise_yingxiao_adunion,联盟前端,sh_advertise_yingxiao,,
